date,open,high,low,close,volume,SMA
2024-01-08,454.4100036621094,458.6900024414063,453.5299987792969,458.6000061035156,716000.0,457.6419982910156
2024-01-09,458.5499877929688,458.6099853515625,453.2699890136719,456.2900085449219,732900.0,457.6760009765625
2024-01-10,456.2000122070313,459.6600036621094,454.7799987792969,455.3999938964844,666100.0,456.9320007324219
2024-01-11,456.55999755859375,457.7999877929688,449.3599853515625,453.1300048828125,784800.0,455.9840026855469
2024-01-12,457.3699951171875,463.3800048828125,456.5299987792969,463.1799926757813,965500.0,457.32000122070315
2024-01-16,466.2699890136719,466.2699890136719,456.3599853515625,457.8399963378906,814900.0,457.1679992675781
2024-01-17,457.6700134277344,462.7900085449219,455.0799865722656,456.4700012207031,920800.0,457.20399780273436
2024-01-18,456.1000061035156,459.9800109863281,453.5400085449219,459.5700073242188,780300.0,458.0380004882812
2024-01-19,460.55999755859375,460.8500061035156,455.9599914550781,457.760009765625,864800.0,458.96400146484376
2024-01-22,457.5899963378906,460.8299865722656,455.4400024414063,458.760009765625,1216800.0,458.0800048828125
2024-01-23,458.5899963378906,459.0,433.8900146484375,439.6700134277344,3613500.0,454.4460083007813
2024-01-24,439.5199890136719,443.2000122070313,431.5499877929688,431.6499938964844,1768900.0,449.4820068359375
2024-01-25,430.0,433.9400024414063,425.75,431.0400085449219,1813900.0,443.7760070800781
2024-01-26,431.9700012207031,433.4200134277344,426.7099914550781,429.9100036621094,1260500.0,438.206005859375
2024-01-29,431.0,432.0299987792969,425.5700073242188,428.010009765625,1903300.0,432.056005859375
2024-01-30,431.2699890136719,431.8500061035156,427.7799987792969,431.6799926757813,1016400.0,430.4580017089844
2024-01-31,432.3500061035156,433.7200012207031,429.05999755859375,429.4100036621094,1120100.0,430.0100036621094
2024-02-01,430.2300109863281,431.7699890136719,426.7000122070313,429.7699890136719,1175000.0,429.75599975585936
2024-02-02,428.1400146484375,428.8999938964844,424.3800048828125,425.9700012207031,973400.0,428.96799926757814
2024-02-05,424.0,424.3699951171875,419.8299865722656,421.7000122070313,1379600.0,427.70599975585935
2024-02-06,421.9800109863281,429.0199890136719,420.3599853515625,426.9500122070313,1065700.0,426.7600036621094
2024-02-07,426.5400085449219,430.2900085449219,426.5400085449219,430.1000061035156,980700.0,426.89800415039065
2024-02-08,429.3599853515625,429.75,425.7300109863281,427.0,972200.0,426.34400634765626
2024-02-09,427.5299987792969,427.6700134277344,424.4700012207031,426.5,1038600.0,426.45000610351565
2024-02-12,426.75,430.5499877929688,426.0,428.0700073242188,1007200.0,427.7240051269531
2024-02-13,429.3399963378906,431.8999938964844,423.239990234375,426.5199890136719,1089300.0,427.63800048828125
2024-02-14,427.6799926757813,428.5,413.9200134277344,418.1900024414063,2503800.0,425.25599975585936
2024-02-15,418.5799865722656,423.3500061035156,418.5799865722656,423.1199951171875,1136700.0,424.47999877929686
2024-02-16,423.1199951171875,425.1600036621094,422.5400085449219,424.0700073242188,805500.0,423.99400024414064
2024-02-20,425.1900024414063,428.2900085449219,423.7699890136719,424.2699890136719,1363900.0,423.23399658203124
2024-02-21,426.2099914550781,428.2200012207031,424.3699951171875,427.5499877929688,970000.0,423.4399963378907
2024-02-22,425.0899963378906,429.4800109863281,423.8299865722656,428.8900146484375,1236900.0,425.5799987792969
2024-02-23,428.8699951171875,431.4299926757813,428.2000122070313,431.1199951171875,842200.0,427.17999877929685
2024-02-26,431.5,432.4500122070313,426.7900085449219,429.1799926757813,980600.0,428.2019958496094
2024-02-27,428.6799926757813,431.2300109863281,426.5,430.4299926757813,887000.0,429.4339965820312
2024-02-28,431.8800048828125,435.0199890136719,430.8399963378906,432.4800109863281,1029300.0,430.4200012207031
2024-02-29,429.3299865722656,430.75,427.55999755859375,428.239990234375,1503100.0,430.2899963378906
2024-03-01,427.8999938964844,428.9100036621094,424.0,426.4599914550781,1058600.0,429.3579956054688
2024-03-04,428.5700073242188,433.8800048828125,426.9500122070313,431.9400024414063,1271900.0,429.9099975585938
2024-03-05,433.739990234375,436.010009765625,429.760009765625,431.9800109863281,1038000.0,430.2200012207031
2024-03-06,431.9800109863281,433.80999755859375,430.9200134277344,433.4800109863281,775300.0,430.4200012207031
2024-03-07,434.0,435.5799865722656,429.4800109863281,429.989990234375,1085800.0,430.77000122070314
2024-03-08,428.5,432.9800109863281,427.5700073242188,432.8999938964844,762800.0,432.05800170898436
2024-03-11,434.30999755859375,436.010009765625,432.6000061035156,434.75,951000.0,432.6200012207031
2024-03-12,432.9200134277344,435.7799987792969,432.3500061035156,434.9100036621094,825100.0,433.20599975585935
2024-03-13,435.7099914550781,437.7900085449219,433.739990234375,434.6000061035156,987100.0,433.42999877929685
2024-03-14,436.3599853515625,437.6099853515625,433.2999877929688,435.7699890136719,1153600.0,434.58599853515625
2024-03-15,433.1499938964844,438.2099914550781,433.1499938964844,435.8200073242188,5151300.0,435.1700012207031
2024-03-18,435.8200073242188,436.0899963378906,431.6799926757813,433.2000122070313,965300.0,434.86000366210936
2024-03-19,435.25,437.2900085449219,433.9800109863281,437.1900024414063,898700.0,435.3160034179688
2024-03-20,437.0299987792969,440.9599914550781,436.55999755859375,440.4100036621094,845000.0,436.4780029296875
2024-03-21,441.3599853515625,443.8900146484375,439.3299865722656,443.1600036621094,912100.0,437.956005859375
2024-03-22,444.5,446.25,443.6700134277344,445.8800048828125,1007600.0,439.96800537109374
2024-03-25,447.8599853515625,448.5499877929688,444.80999755859375,446.30999755859375,775000.0,442.5900024414062
2024-03-26,446.5,448.6199951171875,445.8599853515625,445.989990234375,766700.0,444.35
2024-03-27,447.8800048828125,457.1099853515625,447.8599853515625,456.7799987792969,1277700.0,447.6239990234375
2024-03-28,456.7999877929688,457.1099853515625,453.9500122070313,454.8699951171875,1119500.0,449.96599731445315
2024-04-01,454.1400146484375,455.3599853515625,451.2200012207031,452.7900085449219,717100.0,451.347998046875
2024-04-02,453.6300048828125,455.6900024414063,452.55999755859375,453.239990234375,837900.0,452.73399658203124
2024-04-03,452.9200134277344,454.1499938964844,447.5899963378906,447.8999938964844,758600.0,453.1159973144531
2024-04-04,450.260009765625,455.9800109863281,447.1499938964844,454.0400085449219,1398300.0,452.5679992675781
2024-04-05,452.4100036621094,455.5700073242188,449.8500061035156,455.3800048828125,891500.0,452.6700012207031
2024-04-08,456.0,457.0,452.2699890136719,452.3800048828125,751100.0,452.58800048828124
2024-04-09,448.6900024414063,452.05999755859375,446.1799926757813,447.5700073242188,842800.0,451.45400390625
2024-04-10,444.6900024414063,452.6099853515625,442.8399963378906,451.7099914550781,1247700.0,452.21600341796875
2024-04-11,451.5,453.75,448.9500122070313,452.3200073242188,942800.0,451.87200317382815
2024-04-12,454.1099853515625,457.9800109863281,450.1099853515625,450.3999938964844,1250100.0,450.8760009765625
2024-04-15,458.989990234375,459.2999877929688,451.6300048828125,453.0799865722656,2442100.0,451.0159973144531
2024-04-16,454.7099914550781,458.8500061035156,453.6300048828125,454.30999755859375,1452300.0,452.36399536132814
2024-04-17,456.7099914550781,457.239990234375,451.7300109863281,456.0499877929688,848300.0,453.23199462890625
2024-04-18,454.8399963378906,458.0499877929688,454.2699890136719,456.0899963378906,714900.0,453.9859924316406
2024-04-19,457.7999877929688,465.3599853515625,457.2799987792969,463.8699951171875,1387500.0,456.67999267578125
2024-04-22,465.2300109863281,469.5400085449219,460.4100036621094,461.3299865722656,1820900.0,458.3299926757812
2024-04-23,466.1099853515625,473.5400085449219,457.6600036621094,460.0799865722656,1789500.0,459.48399047851564
2024-04-24,462.7000122070313,463.6900024414063,456.05999755859375,459.1400146484375,1018900.0,460.10199584960935
2024-04-25,457.9500122070313,465.6000061035156,457.5299987792969,464.7799987792969,927700.0,461.8399963378906
2024-04-26,463.8999938964844,466.0,459.1700134277344,461.2900085449219,858000.0,461.3239990234375
2024-04-29,461.989990234375,467.6499938964844,461.9599914550781,467.5499877929688,951500.0,462.5679992675781
2024-04-30,467.0799865722656,467.9800109863281,463.6199951171875,464.9299926757813,711800.0,463.5380004882812
2024-05-01,462.6099853515625,465.3999938964844,460.55999755859375,461.7300109863281,994700.0,464.0559997558594
2024-05-02,461.1000061035156,463.6000061035156,459.0,463.2000122070313,1011400.0,463.7400024414063
2024-05-03,462.9299926757813,462.9299926757813,457.1700134277344,461.9100036621094,910700.0,463.86400146484385
2024-05-06,463.1600036621094,463.5,460.1799926757813,462.7799987792969,796300.0,462.9100036621094
2024-05-07,464.0,466.80999755859375,463.1600036621094,466.6799926757813,723400.0,463.2600036621094
2024-05-08,467.5,468.0,463.7799987792969,466.1600036621094,599000.0,464.1460021972656
2024-05-09,466.0799865722656,468.760009765625,465.2099914550781,468.3900146484375,594800.0,465.1840026855469
2024-05-10,469.0,470.6199951171875,467.9800109863281,468.8800048828125,482500.0,466.5780029296875
2024-05-13,469.8800048828125,472.3500061035156,469.5,470.55999755859375,634300.0,468.1340026855469
2024-05-14,471.1099853515625,471.1099853515625,466.7999877929688,467.1799926757813,565500.0,468.2340026855469
2024-05-15,466.2799987792969,467.3999938964844,463.510009765625,464.0799865722656,803900.0,467.8179992675781
2024-05-16,463.6000061035156,468.3200073242188,453.0,464.8299865722656,1130800.0,467.1059936523437
2024-05-17,465.8399963378906,467.0,463.1499938964844,466.2000122070313,677200.0,466.5699951171875
2024-05-20,467.7699890136719,468.7699890136719,464.9200134277344,467.0799865722656,735200.0,465.8739929199219
2024-05-21,468.0,469.1199951171875,466.8399963378906,468.30999755859375,558900.0,466.09999389648436
2024-05-22,467.4700012207031,469.8999938964844,466.7799987792969,469.7099914550781,548700.0,467.2259948730469
2024-05-23,468.0899963378906,469.6799926757813,466.2300109863281,467.0799865722656,867000.0,467.6759948730469
2024-05-24,467.6700134277344,468.6600036621094,465.4700012207031,467.3500061035156,513700.0,467.90599365234374
2024-05-28,465.6099853515625,466.0,457.25,458.4800109863281,1150400.0,466.1859985351563
2024-05-29,455.9800109863281,456.0,451.7999877929688,452.7200012207031,1268000.0,463.0679992675781
2024-05-30,455.0,462.9400024414063,455.0,460.9400024414063,1173600.0,461.3140014648437
2024-05-31,460.8999938964844,470.3599853515625,459.489990234375,470.3399963378906,1651600.0,461.96600341796875
2024-06-03,466.0,470.5199890136719,465.010009765625,467.6000061035156,990100.0,462.01600341796876
2024-06-04,467.510009765625,470.1600036621094,466.1600036621094,468.8900146484375,845800.0,464.09800415039064
2024-06-05,468.4200134277344,468.8500061035156,463.6199951171875,465.2300109863281,915300.0,466.6000061035156
2024-06-06,465.2300109863281,469.7900085449219,464.3500061035156,468.6199951171875,768100.0,468.13600463867186
2024-06-07,468.80999755859375,475.2900085449219,468.6199951171875,470.1300048828125,1042800.0,468.09400634765626
2024-06-10,470.75,470.75,465.760009765625,467.4599914550781,900400.0,468.0660034179688
2024-06-11,465.6799926757813,466.5799865722656,462.5799865722656,462.7999877929688,908300.0,466.847998046875
2024-06-12,462.2999877929688,463.2300109863281,457.6700134277344,459.1099853515625,1026400.0,465.6239929199219
2024-06-13,458.6400146484375,459.75,456.010009765625,458.55999755859375,742000.0,463.61199340820315
2024-06-14,456.5,458.55999755859375,454.4400024414063,458.3399963378906,702800.0,461.2539916992188
2024-06-17,457.75,459.1900024414063,456.30999755859375,459.010009765625,669700.0,459.5639953613281
2024-06-18,459.7999877929688,460.7000122070313,457.3900146484375,460.0,657900.0,459.0039978027344
2024-06-20,460.0,467.489990234375,459.1600036621094,466.3399963378906,1041400.0,460.45
2024-06-21,467.1499938964844,469.7999877929688,463.6499938964844,467.6000061035156,3365200.0,462.25800170898435
2024-06-24,468.9599914550781,475.6900024414063,467.8200073242188,471.510009765625,1031500.0,464.8920043945312
2024-06-25,470.8200073242188,471.6199951171875,466.6600036621094,468.0700073242188,715800.0,466.70400390625
2024-06-26,467.0,468.1000061035156,463.7200012207031,466.989990234375,932100.0,468.102001953125
2024-06-27,468.8800048828125,468.8800048828125,465.30999755859375,467.1300048828125,871000.0,468.2600036621094
2024-06-28,470.0499877929688,471.75,464.8699951171875,467.1000061035156,3472500.0,468.1600036621094
2024-07-01,470.7699890136719,471.6799926757813,464.760009765625,466.4400024414063,562500.0,467.1460021972656
2024-07-02,465.6000061035156,466.6700134277344,464.0199890136719,465.7000122070313,502500.0,466.6720031738281
2024-07-03,465.489990234375,466.4700012207031,464.1300048828125,466.0299987792969,313300.0,466.4800048828125
2024-07-05,464.9800109863281,465.0,459.6900024414063,462.1600036621094,631400.0,465.4860046386719
2024-07-08,462.6799926757813,464.5700073242188,461.1199951171875,461.760009765625,447700.0,464.4180053710937
2024-07-09,461.7000122070313,462.6199951171875,459.760009765625,460.2999877929688,537100.0,463.19000244140625
2024-07-10,460.3699951171875,461.3900146484375,457.25,461.010009765625,656000.0,462.252001953125
2024-07-11,459.9200134277344,465.7699890136719,456.1099853515625,460.3800048828125,1132900.0,461.12200317382815
2024-07-12,462.3599853515625,464.8999938964844,459.5299987792969,463.7300109863281,579400.0,461.4360046386719
2024-07-15,466.7099914550781,467.25,462.7799987792969,463.8800048828125,783000.0,461.86000366210936
2024-07-16,463.75,469.1900024414063,463.75,468.5799865722656,736400.0,463.51600341796876
2024-07-17,470.0,476.7799987792969,469.7000122070313,476.0700073242188,1123100.0,466.5280029296875
2024-07-18,474.5,480.8599853515625,473.0199890136719,476.0,981100.0,469.652001953125
2024-07-19,479.5400085449219,479.5400085449219,472.80999755859375,474.9200134277344,889400.0,471.89000244140624
2024-07-22,475.0,476.1300048828125,472.8500061035156,474.5899963378906,881600.0,474.03200073242186
2024-07-23,488.8399963378906,501.7699890136719,482.8599853515625,501.2900085449219,2579100.0,480.5740051269531
2024-07-24,505.0,519.5900268554688,501.4100036621094,515.2000122070312,2580100.0,488.40000610351564
2024-07-25,515.0,526.6900024414062,512.8699951171875,521.4000244140625,1923900.0,497.4800109863281
2024-07-26,522.2899780273438,528.6400146484375,520.010009765625,524.7999877929688,1141300.0,507.456005859375
2024-07-29,523.0,529.4600219726562,519.260009765625,527.6400146484375,961200.0,518.0660095214844
2024-07-30,527.9500122070312,538.4600219726562,525.030029296875,537.6599731445312,1234200.0,525.3400024414062
2024-07-31,543.0,547.0,538.1799926757812,541.9199829101562,1481500.0,530.6839965820312
2024-08-01,544.0399780273438,549.1199951171875,540.6900024414062,548.8599853515625,1271700.0,536.1759887695313
2024-08-02,551.1199951171875,561.1199951171875,541.3900146484375,548.77001953125,1484800.0,540.9699951171875
2024-08-05,553.1599731445312,562.5999755859375,538.239990234375,545.3800048828125,1683800.0,544.5179931640625
2024-08-06,545.97998046875,549.47998046875,541.1400146484375,541.5599975585938,1033700.0,545.297998046875
2024-08-07,539.8699951171875,552.1699829101562,536.739990234375,548.510009765625,1306600.0,546.6160034179687
2024-08-08,545.510009765625,553.6799926757812,543.6900024414062,551.6199951171875,846300.0,547.1680053710937
2024-08-09,552.1599731445312,553.6099853515625,548.1300048828125,551.5800170898438,825100.0,547.7300048828125
2024-08-12,551.0700073242188,557.5599975585938,550.4000244140625,556.9099731445312,793700.0,550.0359985351563
2024-08-13,556.9000244140625,559.6900024414062,552.3099975585938,559.4199829101562,793600.0,553.6079956054688
2024-08-14,558.0800170898438,564.219970703125,557.0,563.219970703125,796700.0,556.5499877929688
2024-08-15,561.7999877929688,564.0800170898438,558.8300170898438,560.2899780273438,974600.0,558.283984375
2024-08-16,561.2999877929688,562.4199829101562,557.0,560.1300048828125,912000.0,559.9939819335938
2024-08-19,555.3200073242188,562.760009765625,555.25,558.3900146484375,709700.0,560.289990234375
2024-08-20,557.969970703125,558.9000244140625,550.9600219726562,557.010009765625,972200.0,559.8079956054687
2024-08-21,558.3800048828125,559.989990234375,553.3099975585938,553.760009765625,883100.0,557.9160034179688
2024-08-22,554.1799926757812,558.1799926757812,553.27001953125,557.030029296875,774500.0,557.264013671875
2024-08-23,558.0,558.8699951171875,552.780029296875,555.010009765625,870400.0,556.2400146484375
2024-08-26,556.1099853515625,560.1400146484375,556.1099853515625,558.0999755859375,795400.0,556.1820068359375
2024-08-27,559.4500122070312,562.1900024414062,557.02001953125,560.4099731445312,749600.0,556.8619995117188
2024-08-28,562.2000122070312,568.72998046875,561.780029296875,563.97998046875,829300.0,558.9059936523438
2024-08-29,564.0,568.5700073242188,563.0,566.8499755859375,662300.0,560.8699829101563
2024-08-30,564.969970703125,569.0900268554688,562.5499877929688,568.0999755859375,1082800.0,563.4879760742188
2024-09-03,567.3300170898438,572.0,565.1900024414062,567.219970703125,1266900.0,565.3119750976563
2024-09-04,569.3400268554688,578.72998046875,568.719970703125,574.780029296875,941700.0,568.185986328125
2024-09-05,575.2000122070312,575.9199829101562,564.4099731445312,568.5900268554688,841000.0,569.1079956054688
2024-09-06,569.0499877929688,572.1099853515625,564.9500122070312,566.6300048828125,976700.0,569.0640014648437
2024-09-09,567.510009765625,578.0,567.47998046875,576.5700073242188,810200.0,570.7580078125
2024-09-10,577.5599975585938,577.8499755859375,570.4199829101562,572.1900024414062,756400.0,571.7520141601562
